raceid,year,constructorid,fastestLapTime,fastestLapSpeed,grid,position,statusId,
1020,2019,3,01:19.1,208.271,18,10,finished,
1020,2019,3,01:17.5,212.51,17,11,finished,
1020,2019,51,01:19.6,206.96,5,12,finished,
1020,2019,51,01:19.3,207.646,11,13,finished,
1020,2019,9,01:17.5,212.483,4,14,accident,
1020,2019,131,01:18.3,210.374,3,R,accident,
1020,2019,4,01:29.6,183.826,9,R,accident,
1020,2019,6,01:27.7,187.764,10,R,accident,
1020,2019,1,01:31.1,180.788,19,R,DNF,
1020,2019,4,01:32.7,177.719,13,R,DNF,
1020,2019,211,\N,\N,8,R,accident,
1021,2019,131,01:18.5,200.84,3,1,finished,
1021,2019,9,01:17.1,204.552,1,2,finished,
1021,2019,6,01:19.8,197.673,5,3,finished,
1021,2019,6,01:20.5,195.937,4,4,finished,
1021,2019,1,01:21.0,194.706,8,5,finished,
1021,2019,9,01:21.0,194.602,6,6,finished,
1021,2019,51,01:20.9,195,10,7,finished,
1021,2019,131,01:19.3,198.807,2,8,finished,
1021,2019,1,01:21.2,194.26,7,9,finished,
1021,2019,5,01:20.6,195.626,12,10,finished,
1021,2019,211,01:21.7,192.962,16,11,finished,
1021,2019,4,01:21.6,193.161,11,12,finished,
1021,2019,210,01:21.0,194.691,14,13,finished,
1021,2019,4,01:20.8,195.098,20,14,finished,
1021,2019,5,01:21.9,192.496,13,15,finished,
1021,2019,3,01:22.4,191.435,15,16,finished,
1021,2019,211,01:20.6,195.67,18,17,finished,
1021,2019,51,01:23.1,189.712,17,18,finished,
1021,2019,3,01:23.4,189.026,19,19,finished,
1021,2019,210,01:22.8,190.457,9,R,DNF,
1022,2019,6,01:46.7,236.39,1,1,finished,
1022,2019,131,01:46.6,236.577,3,2,finished,
1022,2019,131,01:46.5,236.832,4,3,finished,
1022,2019,6,01:46.4,236.957,2,4,finished,
1022,2019,9,01:47.5,234.537,17,5,finished,
1022,2019,211,01:48.8,231.79,7,6,finished,
1022,2019,5,01:48.1,233.157,19,7,finished,
1022,2019,4,01:48.3,232.714,12,8,finished,
1022,2019,5,01:49.7,229.848,13,9,finished,
1022,2019,211,01:48.4,232.697,16,10,finished,
1022,2019,1,01:48.3,232.774,11,11,DNF,
1022,2019,210,01:48.7,232.012,8,12,finished,
1022,2019,210,01:49.3,230.744,9,13,finished,
1022,2019,4,01:50.5,228.285,10,14,finished,
1022,2019,3,01:48.9,231.622,14,15,finished,
1022,2019,51,01:48.8,231.85,6,16,finished,
1022,2019,3,01:49.2,230.858,0,17,finished,
1022,2019,51,01:47.6,234.421,18,18,accident,
1022,2019,1,\N,\N,15,R,DNF,
1022,2019,9,\N,\N,5,R,accident,
1023,2019,6,01:23.0,251.235,1,1,finished,
1023,2019,131,01:22.9,251.69,3,2,finished,
1023,2019,131,01:21.8,255.014,2,3,finished,
1023,2019,4,01:23.5,249.859,5,4,finished,
1023,2019,4,01:23.6,249.337,6,5,finished,
1023,2019,9,01:23.4,250.165,8,6,finished,
1023,2019,211,01:23.8,248.953,18,7,finished,
1023,2019,9,01:23.1,250.83,19,8,finished,
1023,2019,51,01:24.5,246.793,10,9,finished,
1023,2019,1,01:24.0,248.141,16,10,finished,
1023,2019,5,01:23.9,248.611,17,11,finished,
1023,2019,211,01:24.2,247.784,9,12,finished,
1023,2019,6,01:22.8,251.872,4,13,finished,
1023,2019,3,01:24.8,245.807,14,14,finished,
1023,2019,51,01:24.4,247.039,0,15,finished,
1023,2019,210,01:25.0,245.393,13,16,finished,
1023,2019,3,01:25.0,245.382,15,17,finished,
1023,2019,210,01:24.4,246.968,11,R,DNF,
1023,2019,5,01:25.8,243.142,12,R,DNF,
1023,2019,1,01:25.6,243.525,7,R,DNF,
1024,2019,6,01:44.8,173.916,3,1,finished,
1024,2019,6,01:44.7,174.047,1,2,finished,
1024,2019,9,01:45.2,173.298,4,3,finished,
1024,2019,131,01:44.9,173.73,2,4,finished,
1024,2019,131,01:43.5,176.046,5,5,finished,
1024,2019,9,01:45.3,173.159,6,6,finished,
1024,2019,1,01:45.7,172.412,9,7,finished,
1024,2019,5,01:45.8,172.326,11,8,finished,
1024,2019,4,01:45.8,172.333,8,9,finished,
1024,2019,51,01:45.6,172.553,10,10,finished,
1024,2019,210,01:46.3,171.507,17,11,finished,
1024,2019,1,01:46.0,172.001,7,12,finished,
1024,2019,211,01:44.9,173.76,16,13,finished,
1024,2019,4,01:45.9,172.088,20,14,finished,
1024,2019,5,01:44.4,174.634,14,15,finished,
1024,2019,3,01:46.8,170.674,19,16,finished,
1024,2019,210,01:42.3,178.168,13,17,finished,
1024,2019,51,01:47.1,170.245,12,R,accident,
1024,2019,211,01:46.7,170.85,15,R,DNF,
1024,2019,3,01:48.3,168.322,18,R,accident,
1025,2019,131,01:35.8,219.847,2,1,finished,
1025,2019,131,01:36.3,218.58,4,2,finished,
1025,2019,6,01:36.2,218.86,1,3,finished,
1025,2019,9,01:36.9,217.18,9,4,finished,
1025,2019,9,01:36.8,217.573,0,5,finished,
1025,2019,1,01:38.0,214.78,5,6,finished,
1025,2019,211,01:38.0,214.73,11,7,finished,
1025,2019,1,01:38.3,214.166,7,8,finished,
1025,2019,210,01:38.1,214.539,13,9,finished,
1025,2019,4,01:38.5,213.692,6,10,finished,
1025,2019,211,01:38.6,213.493,14,11,finished,
1025,2019,5,01:38.2,214.325,19,12,finished,
1025,2019,51,01:38.6,213.541,15,13,finished,
1025,2019,5,01:38.6,213.504,16,14,finished,
1025,2019,51,01:38.7,213.309,12,15,finished,
1025,2019,3,01:42.3,205.74,18,R,DNF,
1025,2019,3,01:41.7,206.998,17,R,DNF,
1025,2019,6,01:38.2,214.288,3,R,DNF,
1025,2019,4,01:41.3,207.859,10,R,accident,
1025,2019,210,\N,\N,8,R,accident,
1026,2019,131,01:31.9,227.571,3,1,finished,
1026,2019,6,01:32.1,226.929,1,2,finished,
1026,2019,131,01:31.0,229.77,4,3,finished,
1026,2019,9,01:32.8,225.332,6,4,finished,
1026,2019,1,01:33.6,223.434,7,5,finished,
1026,2019,6,01:31.6,228.195,2,6,finished,
1026,2019,5,01:35.3,219.313,9,7,finished,
1026,2019,211,01:32.6,225.706,17,8,finished,
1026,2019,211,01:34.7,220.721,12,9,finished,
1026,2019,5,01:33.2,224.21,14,10,finished,
1026,2019,1,01:34.1,222.121,8,11,finished,
1026,2019,51,01:33.2,224.328,13,12,finished,
1026,2019,210,01:35.0,220.082,10,13,finished,
1026,2019,51,01:32.4,226.322,11,14,finished,
1026,2019,210,01:31.7,227.894,19,15,finished,
1026,2019,3,01:35.5,218.998,18,16,finished,
1026,2019,3,01:36.3,217.012,0,17,finished,
1026,2019,9,01:37.2,214.965,5,R,DNF,
1026,2019,4,01:33.5,223.63,16,D,DNF,
1026,2019,4,01:34.9,220.237,15,D,DNF,
1027,2019,131,01:19.5,194.993,3,1,finished,
1027,2019,6,01:19.4,195.19,2,2,finished,
1027,2019,131,01:19.5,194.912,6,3,finished,
1027,2019,6,01:19.2,195.557,1,4,finished,
1027,2019,9,01:19.3,195.328,5,5,finished,
1027,2019,9,01:20.4,192.702,4,6,finished,
1027,2019,211,01:20.5,192.512,11,7,finished,
1027,2019,4,01:20.1,193.327,13,8,finished,
1027,2019,5,01:19.5,194.824,10,9,finished,
1027,2019,4,01:20.8,191.783,12,10,finished,
1027,2019,5,01:19.9,193.91,9,11,finished,
1027,2019,211,01:20.9,191.473,16,12,finished,
1027,2019,1,01:20.3,192.929,7,13,finished,
1027,2019,51,01:21.0,191.255,15,14,finished,
1027,2019,210,01:21.7,189.691,17,15,finished,
1027,2019,3,01:21.3,190.615,19,16,finished,
1027,2019,210,01:21.6,189.926,18,17,finished,
1027,2019,3,01:20.7,192.009,20,18,finished,
1027,2019,51,01:20.1,193.481,14,R,DNF,
1027,2019,1,01:21.6,189.782,8,R,DNF,
1031,2019,131,01:07.7,229.758,1,1,finished,
1028,2019,131,01:37.0,204.696,1,1,finished,
1028,2019,131,01:38.4,201.6,5,2,finished,
1028,2019,9,01:38.2,202.077,3,3,finished,
1028,2019,6,01:36.2,206.374,4,4,finished,
1028,2019,9,01:38.0,202.458,6,5,finished,
1028,2019,4,01:40.6,197.354,9,6,finished,
1028,2019,1,01:38.1,202.365,8,7,finished,
1028,2019,1,01:40.8,196.806,7,8,finished,
1028,2019,4,01:38.4,201.619,11,9,finished,
1028,2019,211,01:40.2,198.141,0,10,finished,
1028,2019,51,01:39.6,199.249,17,11,finished,
1028,2019,5,01:39.0,200.535,13,12,finished,
1028,2019,211,01:40.4,197.716,14,13,finished,
1028,2019,51,01:40.0,198.539,16,14,finished,
1028,2019,210,01:41.3,195.979,15,15,finished,
1028,2019,5,01:40.9,196.795,10,16,finished,
1028,2019,3,01:41.2,196.039,18,17,finished,
1028,2019,210,01:40.3,197.781,12,18,finished,
1028,2019,3,01:43.8,191.147,19,R,DNF,
1028,2019,6,01:42.2,194.262,2,R,DNF,
1029,2019,9,01:10.9,218.909,1,1,finished,
1029,2019,5,01:12.4,214.185,6,2,finished,
1029,2019,1,01:13.2,212.039,20,3,finished,
1029,2019,51,01:13.1,212.106,8,4,finished,
1029,2019,51,01:13.0,212.44,12,5,finished,
1029,2019,4,01:12.7,213.278,11,6,finished,
1029,2019,131,01:11.1,218.232,3,7,finished,
1029,2019,1,01:12.3,214.472,10,8,finished,
1029,2019,211,01:12.8,212.965,15,9,finished,
1029,2019,5,01:12.4,214.304,16,10,finished,
1029,2019,210,01:13.3,211.738,9,11,finished,
1029,2019,3,01:13.8,210.331,18,12,finished,
1029,2019,210,01:13.6,210.711,7,13,finished,
1029,2019,9,01:11.1,218.217,5,14,finished,
1029,2019,4,01:12.9,212.69,13,15,finished,
1029,2019,3,01:14.6,208.072,19,16,finished,
1029,2019,6,01:11.4,217.309,2,17,accident,
1029,2019,6,01:11.4,217.19,14,18,accident,
1029,2019,211,01:12.6,213.66,17,19,finished,
1029,2019,131,01:10.7,219.417,4,R,DNF,
1030,2019,131,01:39.3,201.387,1,1,finished,
1030,2019,9,01:41.1,197.731,2,2,finished,
1030,2019,6,01:40.4,199.064,3,3,finished,
1030,2019,131,01:39.7,200.515,20,4,finished,
1030,2019,6,01:40.1,199.688,4,5,finished,
1030,2019,9,01:42.2,195.603,5,6,finished,
1030,2019,211,01:42.6,194.803,10,7,finished,
1030,2019,1,01:43.0,194.071,6,8,finished,
1030,2019,5,01:42.2,195.597,13,9,finished,
1030,2019,1,01:41.3,197.389,8,10,finished,
1030,2019,4,01:41.2,197.592,7,11,finished,
1030,2019,4,01:43.3,193.605,9,12,finished,
1030,2019,51,01:43.1,193.853,17,13,finished,
1030,2019,210,01:43.8,192.642,14,14,finished,
1030,2019,210,01:43.7,192.873,15,15,finished,
1030,2019,51,01:43.3,193.639,16,16,finished,
1030,2019,3,01:43.1,193.981,18,17,finished,
1030,2019,5,01:42.4,195.231,11,18,finished,
1030,2019,3,01:44.5,191.333,19,19,finished,
1030,2019,211,01:43.3,193.507,12,R,DNF,
1031,2020,6,01:07.9,228.933,7,2,finished,
1031,2020,1,01:07.5,230.378,3,3,finished,
1031,2020,131,01:07.7,229.572,5,4,finished,
1031,2020,1,01:08.0,228.687,8,5,finished,
1031,2020,211,01:08.3,227.579,6,6,finished,
1031,2020,213,01:09.0,225.205,12,7,finished,
1031,2020,4,01:08.9,225.509,14,8,finished,
1031,2020,51,01:08.8,225.954,18,9,finished,
1031,2020,6,01:08.6,226.524,11,10,finished,
1031,2020,3,01:09.7,223.146,20,11,finished,
1031,2020,213,01:09.1,224.847,13,12,finished,
1031,2020,9,01:08.4,227.156,4,13,finished,
1031,2020,51,01:09.0,225.185,19,R,DNF,
1031,2020,3,01:09.3,224.256,17,R,DNF,
1031,2020,210,01:10.2,221.347,15,R,DNF,
1031,2020,210,01:10.7,219.807,16,R,DNF,
1031,2020,211,01:10.3,221.039,9,R,DNF,
1031,2020,4,01:10.6,220.15,10,R,DNF,
1031,2020,9,01:09.4,224.146,2,R,DNF,
1032,2020,131,01:06.7,232.989,1,1,finished,
1032,2020,131,01:07.5,230.177,4,2,finished,
1032,2020,9,01:06.1,235.01,2,3,finished,
1032,2020,9,01:07.3,230.981,6,4,finished,
1032,2020,1,01:07.2,231.345,9,5,finished,
1032,2020,211,01:07.2,231.362,17,6,finished,
1032,2020,211,01:07.8,229.162,12,7,finished,
1032,2020,4,01:07.8,229.166,8,8,finished,
1032,2020,1,01:05.6,236.894,3,9,finished,
1032,2020,213,01:08.4,227.336,13,10,finished,
1032,2020,51,01:08.4,227.322,16,11,finished,
1032,2020,210,01:08.0,228.569,15,12,finished,
1032,2020,210,01:08.0,228.442,0,13,finished,
1032,2020,51,01:08.5,226.891,19,14,finished,
1032,2020,213,01:07.8,229.183,7,15,finished,
1032,2020,3,01:08.6,226.597,11,16,finished,
1032,2020,3,01:08.8,225.922,18,17,finished,
1032,2020,4,01:09.3,224.243,5,R,DNF,
1032,2020,6,01:35.4,162.979,14,R,accident,
1032,2020,6,\N,\N,10,R,accident,
1033,2020,131,01:16.6,205.823,1,1,finished,
1033,2020,9,01:19.2,199.176,7,2,finished,
1033,2020,131,01:17.7,203.072,2,3,finished,
1033,2020,211,01:19.0,199.708,3,4,finished,
1033,2020,9,01:19.4,198.534,13,5,finished,
1033,2020,6,01:20.4,196.254,5,6,finished,
1033,2020,211,01:20.1,196.923,4,7,finished,
1033,2020,4,01:19.5,198.305,11,8,finished,
1033,2020,1,01:20.5,195.976,9,9,finished,
1033,2020,210,01:19.5,198.492,0,10,finished,
1033,2020,6,01:20.8,195.142,6,11,finished,
1033,2020,213,01:20.9,194.841,17,12,finished,
1033,2020,1,01:19.9,197.28,8,13,finished,
1033,2020,4,01:20.3,196.503,14,14,finished,
1033,2020,51,01:20.9,194.978,20,15,finished,
1033,2020,210,01:20.2,196.574,0,16,finished,
1033,2020,51,01:20.1,196.908,19,17,finished,
1033,2020,3,01:20.0,197.184,12,18,finished,
1033,2020,3,01:21.2,194.236,15,19,finished,
1033,2020,213,01:23.9,187.893,10,R,DNF,
1034,2020,131,01:29.2,237.652,1,1,finished,
1034,2020,9,01:27.1,243.494,3,2,finished,
1034,2020,6,01:29.8,236.13,4,3,finished,
1034,2020,4,01:29.5,237.004,8,4,finished,
1034,2020,1,01:30.1,235.488,5,5,finished,
1034,2020,4,01:29.5,236.98,9,6,finished,
1034,2020,213,01:29.6,236.684,11,7,finished,
1034,2020,9,01:28.7,239.123,12,8,finished,
1034,2020,211,01:30.5,234.402,6,9,finished,
1034,2020,6,01:30.5,234.242,10,10,finished,
1034,2020,131,01:29.3,237.58,2,11,finished,
1034,2020,3,01:30.9,233.404,20,12,finished,
1034,2020,1,01:29.9,235.776,7,13,finished,
1034,2020,51,01:31.0,233.109,15,14,finished,
1034,2020,3,01:30.5,234.335,18,15,finished,
1034,2020,210,01:29.8,236.212,17,16,finished,
1034,2020,51,01:30.0,235.71,16,17,finished,
1034,2020,213,01:32.4,229.412,19,R,accident,
1034,2020,210,\N,\N,14,R,accident,
1034,2020,211,\N,\N,13,W,DNF,
1035,2020,9,01:29.5,237.049,4,1,finished,
1035,2020,131,01:28.5,239.766,2,2,finished,
1035,2020,131,01:29.8,236.256,1,3,finished,
1035,2020,6,01:30.6,234.203,8,4,finished,
1035,2020,9,01:29.5,237.017,9,5,finished,
1035,2020,211,01:30.9,233.365,6,6,finished,
1035,2020,211,01:30.1,235.412,3,7,finished,
1035,2020,4,01:30.6,234.144,14,8,finished,
1035,2020,1,01:30.7,233.826,10,9,finished,
1035,2020,213,01:30.7,233.723,16,10,finished,
1035,2020,213,01:30.1,235.399,7,11,finished,
1035,2020,6,01:30.8,233.602,11,12,finished,
1035,2020,1,01:30.6,234.193,12,13,finished,
1035,2020,4,01:31.2,232.621,5,14,finished,
1035,2020,51,01:31.8,231.13,20,15,finished,
1035,2020,210,01:30.8,233.581,13,16,finished,
1035,2020,51,01:31.8,230.954,19,17,finished,
1035,2020,3,01:31.4,232.01,15,18,finished,
1035,2020,3,01:30.0,235.77,18,19,finished,
1035,2020,210,01:31.8,230.944,17,R,DNF,
1036,2020,131,01:19.8,209.942,1,1,finished,
1036,2020,9,01:21.5,205.677,3,2,finished,
1036,2020,131,01:18.2,214.343,2,3,finished,
1036,2020,211,01:22.0,204.306,5,4,finished,
1036,2020,211,01:22.5,203.09,4,5,finished,
1036,2020,1,01:21.8,204.938,7,6,finished,
1036,2020,6,01:22.7,202.618,11,7,finished,
1036,2020,9,01:22.2,203.883,6,8,finished,
1036,2020,213,01:22.5,203.021,10,9,finished,
1036,2020,1,01:22.4,203.393,8,10,finished,
1036,2020,4,01:22.5,203.215,13,11,finished,
1036,2020,213,01:22.3,203.531,12,12,finished,
1036,2020,4,01:22.2,203.933,15,13,finished,
1036,2020,51,01:21.9,204.645,14,14,finished,
1036,2020,210,01:23.5,200.757,16,15,finished,
1036,2020,51,01:21.8,204.863,20,16,finished,
1036,2020,3,01:22.5,203.119,18,17,finished,
1036,2020,3,01:22.0,204.291,19,18,finished,
1036,2020,210,01:20.4,208.409,17,19,finished,
1036,2020,6,01:24.0,199.576,9,R,DNF,
1037,2020,131,01:47.8,233.99,1,1,finished,
1037,2020,131,01:48.0,233.503,2,2,finished,
1037,2020,9,01:48.3,232.809,3,3,finished,
1037,2020,4,01:47.5,234.589,4,4,finished,
1037,2020,4,01:48.5,232.305,6,5,finished,
1037,2020,9,01:48.7,231.886,5,6,finished,
1037,2020,1,01:48.6,232.279,10,7,finished,
1037,2020,213,01:47.8,233.815,12,8,finished,
1037,2020,211,01:49.1,231.036,9,9,finished,
1037,2020,211,01:48.4,232.628,8,10,finished,
1037,2020,213,01:49.8,229.572,11,11,finished,
1037,2020,51,01:49.8,229.593,16,12,finished,
1037,2020,6,01:50.0,229.309,14,13,finished,
1037,2020,6,01:47.8,233.813,13,14,finished,
1037,2020,210,01:50.0,229.184,17,15,finished,
1037,2020,3,01:48.0,233.362,19,16,finished,
1037,2020,210,01:48.1,233.287,20,17,finished,
1037,2020,51,01:51.8,225.545,18,R,accident,
1037,2020,3,01:51.8,225.624,15,R,accident,
1037,2020,1,\N,\N,7,W,DNF,
1038,2020,213,01:24.0,248.162,10,1,finished,
1038,2020,1,01:23.9,248.62,3,2,finished,
1038,2020,211,01:23.9,248.576,8,3,finished,
1038,2020,1,01:24.2,247.587,6,4,finished,
1038,2020,131,01:24.0,248.386,2,5,finished,
1038,2020,4,01:23.9,248.573,7,6,finished,
1038,2020,131,01:22.7,252.033,1,7,finished,
1038,2020,4,01:24.5,246.831,12,8,finished,
1038,2020,213,01:24.5,246.863,11,9,finished,
1038,2020,211,01:24.3,247.282,4,10,finished,
1038,2020,3,01:25.0,245.353,20,11,finished,
1038,2020,210,01:24.8,245.972,16,12,finished,
1038,2020,51,01:24.8,245.827,14,13,finished,
1038,2020,3,01:24.4,247.033,19,14,finished,
1038,2020,9,01:24.9,245.564,9,15,finished,
1038,2020,51,01:24.9,245.766,18,16,finished,
1038,2020,9,01:25.5,243.804,5,R,DNF,
1038,2020,6,01:26.0,242.424,13,R,accident,
1038,2020,210,01:25.8,243.099,15,R,DNF,
1038,2020,6,01:27.1,239.415,17,R,DNF,
1039,2020,131,01:18.8,239.518,1,1,finished,
1039,2020,131,01:19.4,237.712,2,2,finished,
1039,2020,9,01:20.0,235.909,4,3,finished,
1039,2020,4,01:20.4,234.774,8,4,finished,
1039,2020,211,01:20.6,234.175,7,5,finished,
1039,2020,1,01:21.2,232.542,11,6,finished,
1039,2020,213,01:21.5,231.8,12,7,finished,
1039,2020,6,01:21.2,232.453,5,8,finished,
1039,2020,51,01:21.2,232.64,13,9,finished,
1039,2020,6,01:21.2,232.531,14,10,finished,
1039,2020,3,01:21.6,231.269,18,11,finished,
1039,2020,210,01:22.3,229.532,15,12,finished,
1039,2020,211,01:22.1,230.077,6,R,DNF,
1039,2020,4,02:11.8,143.27,10,R,DNF,
1039,2020,3,02:11.4,143.736,19,R,accident,
1039,2020,210,02:13.8,141.108,20,R,accident,
1039,2020,51,02:13.8,141.111,17,R,accident,
1039,2020,1,02:14.1,140.802,9,R,accident,
1039,2020,9,\N,\N,3,R,accident,
1039,2020,213,\N,\N,16,R,accident,
1040,2020,131,01:37.0,216.972,3,1,finished,
1040,2020,9,01:37.3,216.298,2,2,finished,
1040,2020,131,01:38.1,214.66,1,3,finished,
1040,2020,211,01:38.1,214.515,4,4,finished,
1040,2020,4,01:37.9,215.074,5,5,finished,
1040,2020,6,01:39.1,212.54,10,6,finished,
1040,2020,4,01:39.2,212.191,7,7,finished,
1040,2020,213,01:39.1,212.369,11,8,finished,
1040,2020,213,01:37.2,216.523,9,9,finished,
1040,2020,9,01:38.4,214.001,15,10,finished,
1040,2020,51,01:39.8,211.021,17,11,finished,
1040,2020,210,01:40.4,209.731,18,12,finished,
1040,2020,6,01:39.6,211.398,14,13,finished,
1040,2020,51,01:38.9,212.96,19,14,finished,
1040,2020,1,01:37.4,216.198,8,15,finished,
1040,2020,3,01:41.0,208.352,20,16,finished,
1040,2020,210,01:39.6,211.343,16,17,finished,
1040,2020,3,01:37.4,216.254,13,18,finished,
1040,2020,1,\N,\N,6,R,accident,
1040,2020,211,\N,\N,12,R,accident,
1041,2020,131,01:28.1,210.253,2,1,finished,
1041,2020,9,01:28.1,210.267,3,2,finished,
1041,2020,4,01:29.6,206.876,6,3,finished,
1041,2020,211,01:29.7,206.608,9,4,finished,
1041,2020,1,01:30.1,205.625,10,5,finished,
1041,2020,213,01:30.1,205.668,12,6,finished,
1041,2020,6,01:30.7,204.303,4,7,finished,
1041,2020,211,01:30.7,204.256,20,8,finished,
1041,2020,210,01:31.6,202.407,16,9,finished,
1041,2020,51,01:30.9,203.861,14,10,finished,
1041,2020,6,01:30.4,204.99,11,11,finished,
1041,2020,51,01:30.5,204.755,19,12,finished,
1041,2020,210,01:30.5,204.881,15,13,finished,
1041,2020,3,01:31.4,202.816,18,14,finished,
1041,2020,213,01:32.2,200.975,13,15,finished,
1041,2020,1,01:32.3,200.727,8,R,DNF,
1041,2020,9,01:32.3,200.723,5,R,DNF,
1041,2020,4,01:33.2,198.873,7,R,DNF,
1041,2020,131,01:31.9,201.697,1,R,DNF,
1041,2020,3,01:34.5,196.06,17,R,accident,
1042,2020,131,01:18.7,212.708,1,1,finished,
1042,2020,131,01:19.3,211.113,2,2,finished,
1042,2020,9,01:19.9,209.767,3,3,finished,
1042,2020,6,01:20.4,208.322,4,4,finished,
1042,2020,213,01:20.6,207.952,9,5,finished,
1042,2020,1,01:20.3,208.685,7,6,finished,
1042,2020,211,01:20.8,207.306,5,7,finished,
1042,2020,4,01:20.9,207.16,11,8,finished,
1042,2020,4,01:20.9,207.04,10,9,finished,
1042,2020,6,01:20.7,207.489,15,10,finished,
1042,2020,51,01:21.1,206.652,16,11,finished,
1042,2020,9,01:19.9,209.673,6,12,finished,
1042,2020,1,01:19.4,211.073,8,13,finished,
1042,2020,3,01:20.9,207.101,14,14,finished,
1042,2020,51,01:21.9,204.544,17,15,finished,
1042,2020,210,01:21.5,205.632,19,16,finished,
1042,2020,210,01:21.7,205.118,18,17,finished,
1042,2020,3,01:21.9,204.629,20,18,finished,
1042,2020,213,01:20.4,208.216,13,19,finished,
1042,2020,211,01:21.7,205.043,12,R,accident,
1043,2020,131,01:15.5,234.121,2,1,finished,
1043,2020,131,01:15.9,232.831,1,2,finished,
1043,2020,4,01:17.6,227.878,5,3,finished,
1043,2020,213,01:17.7,227.543,8,4,finished,
1043,2020,6,01:18.2,226.067,7,5,finished,
1043,2020,211,01:18.1,226.325,11,6,finished,
1043,2020,1,01:18.1,226.226,10,7,finished,
1043,2020,1,01:18.1,226.368,9,8,finished,
1043,2020,51,01:18.1,226.313,18,9,finished,
1043,2020,51,01:18.8,224.286,20,10,finished,
1043,2020,3,01:18.7,224.499,19,11,finished,
1043,2020,6,01:17.8,227.248,14,12,finished,
1043,2020,211,01:18.4,225.528,15,13,finished,
1043,2020,210,01:18.8,224.206,16,14,finished,
1043,2020,9,01:16.2,231.991,6,15,finished,
1043,2020,3,01:18.8,224.237,13,R,accident,
1043,2020,9,01:17.6,227.628,3,R,DNF,
1043,2020,210,01:19.3,222.93,17,R,DNF,
1043,2020,4,01:19.6,221.998,12,R,DNF,
1043,2020,213,01:20.4,219.797,4,R,DNF,
1044,2020,131,01:39.4,193.302,6,1,finished,
1044,2020,211,01:40.4,191.417,3,2,finished,
1044,2020,6,01:39.7,192.819,11,3,finished,
1044,2020,6,01:40.0,192.242,12,4,finished,
1044,2020,1,01:38.8,194.592,15,5,finished,
1044,2020,9,01:38.4,195.231,2,6,finished,
1044,2020,9,01:39.1,193.915,4,7,finished,
1044,2020,1,01:36.8,198.508,14,8,finished,
1044,2020,211,01:39.9,192.319,1,9,finished,
1044,2020,4,01:40.7,190.875,5,10,finished,
1044,2020,4,01:41.0,190.254,7,11,finished,
1044,2020,213,01:41.0,190.229,16,12,finished,
1044,2020,213,01:39.6,192.966,19,13,finished,
1044,2020,131,01:38.2,195.704,9,14,finished,
1044,2020,51,01:39.7,192.663,8,15,finished,
1044,2020,3,01:40.8,190.616,0,16,finished,
1044,2020,210,01:40.9,190.363,13,17,finished,
1044,2020,210,01:43.3,186.063,17,R,accident,
1044,2020,3,01:43.5,185.678,0,R,accident,
1044,2020,51,01:51.1,172.934,10,R,DNF,
1045,2020,131,01:32.9,209.803,1,1,finished,
1045,2020,9,01:32.0,211.741,3,2,finished,
1045,2020,9,01:33.7,207.967,4,3,finished,
1045,2020,1,01:33.6,208.18,9,4,finished,
1045,2020,1,01:33.4,208.575,15,5,finished,
1045,2020,213,01:34.8,205.482,8,6,finished,
1045,2020,4,01:32.8,209.887,6,7,finished,
1045,2020,131,01:33.4,208.706,2,8,finished,
1045,2020,4,01:34.4,206.49,7,9,finished,
1045,2020,6,01:33.6,208.098,12,10,finished,
1045,2020,213,01:34.1,206.957,10,11,finished,
1045,2020,3,01:35.0,204.995,14,12,finished,
1045,2020,6,01:33.9,207.575,11,13,finished,
1045,2020,3,01:34.6,205.973,20,14,finished,
1045,2020,51,01:33.6,208.213,17,15,finished,
1045,2020,51,01:34.5,206.092,16,16,finished,
1045,2020,210,01:35.2,204.567,18,17,finished,
1045,2020,211,01:33.6,208.089,5,18,finished,
1045,2020,211,\N,\N,13,R,accident,
1045,2020,210,\N,\N,19,R,accident,
1046,2020,211,00:56.8,224.599,5,1,finished,
1046,2020,4,00:57.3,222.402,11,2,finished,
1046,2020,211,00:57.4,222.255,10,3,finished,
1046,2020,1,00:57.2,223.122,8,4,finished,
1046,2020,4,00:57.0,223.85,7,5,finished,
1046,2020,9,00:57.1,223.548,12,6,finished,
1046,2020,213,00:57.0,223.764,6,7,finished,
1046,2020,131,00:56.6,225.497,1,8,finished,
1046,2020,131,00:55.4,230.214,2,9,finished,
1046,2020,1,00:57.3,222.713,19,10,finished,
1046,2020,213,00:57.2,222.908,9,11,finished,
1046,2020,6,00:56.9,224.141,13,12,finished,
1046,2020,51,00:56.9,224.212,14,13,finished,
1046,2020,51,00:57.4,222.305,18,14,finished,
1046,2020,210,00:57.5,221.76,15,15,finished,
1046,2020,3,00:57.4,222.24,17,16,finished,
1046,2020,210,00:57.7,220.892,20,17,finished,
1046,2020,3,00:58.2,219.132,16,R,DNF,
1046,2020,9,\N,\N,3,R,accident,
1046,2020,6,\N,\N,4,R,accident,
1047,2020,9,01:41.0,198.046,1,1,finished,
1047,2020,131,01:41.1,197.707,2,2,finished,
1047,2020,131,01:41.4,197.144,3,3,finished,
1047,2020,9,01:41.2,197.52,5,4,finished,
1047,2020,1,01:42.0,196.092,4,5,finished,
1047,2020,1,01:41.9,196.125,6,6,finished,
