raceid,year,constructorid,fastestLapTime,fastestLapSpeed,grid,position,statusId,
18,2008,1,01:27.5,218.3,1,1,finished,
18,2008,2,01:27.7,217.586,5,2,finished,
18,2008,3,01:28.1,216.719,7,3,finished,
18,2008,4,01:28.6,215.464,11,4,finished,
18,2008,1,01:27.4,218.385,3,5,finished,
18,2008,3,01:29.6,212.974,13,6,finished,
18,2008,5,01:29.5,213.224,17,7,finished,
18,2008,6,01:27.9,217.18,15,8,finished,
18,2008,2,01:28.8,215.1,2,R,accident,
18,2008,7,01:29.6,213.166,18,R,accident,
18,2008,8,01:30.9,210.038,19,R,DNF,
18,2008,4,01:31.4,208.907,20,R,DNF,
18,2008,6,01:28.2,216.51,4,R,DNF,
18,2008,9,01:29.5,213.3,8,R,accident,
18,2008,7,01:29.3,213.758,6,R,DNF,
18,2008,10,01:32.0,207.461,22,R,DNF,
18,2008,9,\N,\N,14,R,accident,
18,2008,11,\N,\N,12,R,accident,
18,2008,8,\N,\N,21,R,accident,
18,2008,5,\N,\N,9,R,accident,
18,2008,10,\N,\N,16,R,accident,
18,2008,11,01:28.7,215.141,10,D,DNF,
19,2008,6,01:35.4,209.158,2,1,finished,
19,2008,2,01:35.9,208.033,4,2,finished,
19,2008,1,01:35.9,208.031,8,3,finished,
19,2008,7,01:36.1,207.715,3,4,finished,
19,2008,1,01:35.5,209.033,9,5,finished,
19,2008,2,01:35.4,209.244,5,6,finished,
19,2008,9,01:36.7,206.366,6,7,finished,
19,2008,4,01:36.3,207.24,7,8,finished,
19,2008,9,01:36.2,207.417,12,9,finished,
19,2008,11,01:35.7,208.481,11,10,finished,
19,2008,4,01:37.0,205.812,13,11,finished,
19,2008,10,01:37.0,205.8,17,12,finished,
19,2008,11,01:36.7,206.372,14,13,finished,
19,2008,3,01:36.8,206.182,16,14,finished,
19,2008,8,01:38.2,203.265,21,15,finished,
19,2008,8,01:38.5,202.578,19,16,finished,
19,2008,3,01:37.7,204.222,22,17,finished,
19,2008,5,01:36.9,205.995,15,R,DNF,
19,2008,6,01:35.9,208.048,1,R,accident,
19,2008,10,01:40.3,198.891,20,R,DNF,
19,2008,7,\N,\N,10,R,accident,
19,2008,5,\N,\N,18,R,accident,
20,2008,6,01:33.6,208.153,2,1,finished,
20,2008,6,01:33.7,207.911,4,2,finished,
20,2008,2,01:33.8,207.765,1,3,finished,
20,2008,2,01:33.6,208.231,6,4,finished,
20,2008,1,01:33.2,209.062,5,5,finished,
20,2008,7,01:34.2,206.819,7,6,finished,
20,2008,9,01:34.3,206.597,11,7,finished,
20,2008,3,01:34.1,207.109,8,8,finished,
20,2008,7,01:34.8,205.503,13,9,finished,
20,2008,4,01:35.2,204.668,10,10,finished,
20,2008,11,01:34.9,205.399,12,11,finished,
20,2008,10,01:35.1,204.963,18,12,finished,
20,2008,1,01:35.5,203.969,3,13,finished,
20,2008,3,01:35.4,204.155,16,14,finished,
20,2008,5,01:35.3,204.369,15,15,finished,
20,2008,8,01:35.3,204.389,21,16,finished,
20,2008,8,01:35.9,203.18,22,17,finished,
20,2008,9,01:35.4,204.331,17,18,finished,
20,2008,10,01:35.4,204.136,20,19,finished,
20,2008,4,01:35.1,204.808,14,R,DNF,
20,2008,11,01:36.1,202.686,9,R,accident,
20,2008,5,\N,\N,19,R,DNF,
21,2008,6,01:21.7,205.191,1,1,finished,
21,2008,6,01:21.8,204.863,3,2,finished,
21,2008,1,01:22.0,204.323,5,3,finished,
21,2008,2,01:22.1,204.102,4,4,finished,
21,2008,9,01:22.6,202.969,7,5,finished,
21,2008,11,01:22.4,203.489,13,6,finished,
21,2008,3,01:23.5,200.576,12,7,finished,
21,2008,7,01:22.8,202.494,8,8,finished,
21,2008,2,01:22.5,203.08,9,9,finished,
21,2008,10,01:23.4,200.841,19,10,finished,
21,2008,7,01:23.0,201.886,14,11,finished,
21,2008,9,01:22.8,202.288,17,12,finished,
21,2008,8,01:24.6,198.045,22,13,finished,
21,2008,3,01:23.3,201.13,15,R,DNF,
21,2008,4,01:22.7,202.677,2,R,DNF,
21,2008,11,01:23.9,199.837,11,R,accident,
21,2008,1,01:22.5,203.243,6,R,accident,
21,2008,8,01:26.9,192.922,21,R,DNF,
21,2008,5,01:26.0,194.862,16,R,accident,
21,2008,4,01:25.4,196.128,10,R,accident,
21,2008,10,\N,\N,20,R,accident,
21,2008,5,\N,\N,18,R,accident,
22,2008,6,01:26.7,221.734,1,1,finished,
22,2008,1,01:26.5,222.085,3,2,finished,
22,2008,6,01:26.5,222.144,4,3,finished,
22,2008,2,01:26.8,221.442,5,4,finished,
22,2008,2,01:27.2,220.328,9,5,finished,
22,2008,4,01:27.3,220.174,7,6,finished,
22,2008,9,01:27.6,219.294,6,7,finished,
22,2008,3,01:27.8,218.882,11,8,finished,
22,2008,9,01:28.0,218.457,10,9,finished,
22,2008,7,01:27.9,218.556,8,10,finished,
22,2008,11,01:28.0,218.377,13,11,finished,
22,2008,1,01:27.6,219.269,2,12,finished,
22,2008,7,01:28.3,217.623,15,13,finished,
22,2008,11,01:28.0,218.33,12,14,finished,
22,2008,4,01:27.9,218.703,17,15,finished,
22,2008,10,01:28.8,216.454,19,16,finished,
22,2008,5,01:28.2,217.926,14,17,finished,
22,2008,5,01:28.7,216.539,18,R,DNF,
22,2008,3,\N,\N,16,R,accident,
22,2008,10,\N,\N,20,R,accident,
23,2008,1,01:18.5,153.152,3,1,finished,
23,2008,2,01:17.9,154.286,5,2,finished,
23,2008,6,01:17.9,154.379,1,3,finished,
23,2008,9,01:19.0,152.133,9,4,finished,
23,2008,5,01:18.8,152.614,19,5,finished,
23,2008,11,01:19.6,151.104,14,6,finished,
23,2008,3,01:19.9,150.469,13,7,finished,
23,2008,1,01:17.3,155.586,4,8,finished,
23,2008,6,01:16.7,156.789,2,9,finished,
23,2008,4,01:17.9,154.413,7,10,finished,
23,2008,11,01:19.6,151.089,11,11,finished,
23,2008,7,01:19.6,151.021,10,12,finished,
23,2008,7,01:19.8,150.62,8,13,finished,
23,2008,2,01:20.3,149.829,12,14,finished,
23,2008,10,01:22.0,146.564,18,R,accident,
23,2008,3,01:21.3,147.951,6,R,accident,
23,2008,4,01:31.2,131.86,17,R,accident,
23,2008,10,01:32.8,129.5,20,R,DNF,
23,2008,9,01:42.1,117.753,15,R,accident,
23,2008,5,01:41.2,118.872,16,R,accident,
24,2008,2,01:17.5,202.473,2,1,finished,
24,2008,2,01:17.4,202.758,8,2,finished,
24,2008,9,01:18.1,201.057,13,3,finished,
24,2008,7,01:19.1,198.51,11,4,finished,
24,2008,6,01:18.0,201.261,6,5,finished,
24,2008,7,01:18.9,199.056,14,6,finished,
24,2008,11,01:18.3,200.503,9,7,finished,
24,2008,5,01:18.5,199.913,19,8,finished,
24,2008,1,01:18.5,200.091,7,9,finished,
24,2008,3,01:18.0,201.336,5,10,finished,
24,2008,11,01:19.4,197.847,20,11,finished,
24,2008,9,01:18.2,200.759,10,12,finished,
24,2008,5,01:18.6,199.689,18,13,finished,
24,2008,10,01:19.1,198.563,17,R,accident,
24,2008,3,01:18.8,199.273,12,R,accident,
24,2008,4,01:18.2,200.697,4,R,accident,
24,2008,4,01:19.2,198.129,15,R,DNF,
24,2008,6,01:17.4,202.871,3,R,accident,
24,2008,1,01:17.5,202.559,1,R,accident,
24,2008,10,01:20.7,194.624,16,R,DNF,
25,2008,6,01:16.7,206.956,2,1,finished,
25,2008,6,01:16.6,207.224,1,2,finished,
25,2008,7,01:17.6,204.721,4,3,finished,
25,2008,1,01:17.1,205.87,10,4,finished,
25,2008,2,01:17.2,205.768,5,5,finished,
25,2008,9,01:17.5,204.879,6,6,finished,
25,2008,4,01:17.8,204.218,9,7,finished,
25,2008,4,01:17.6,204.525,3,8,finished,
25,2008,9,01:17.8,204.06,7,9,finished,
25,2008,1,01:17.5,205.022,13,10,finished,
25,2008,7,01:17.8,204.013,8,11,finished,
25,2008,5,01:17.8,204.212,12,12,finished,
25,2008,2,01:17.7,204.328,11,13,finished,
25,2008,11,01:18.0,203.665,20,14,finished,
25,2008,3,01:18.1,203.443,15,15,finished,
25,2008,3,01:18.3,202.776,19,16,finished,
25,2008,5,01:18.2,203.022,14,17,finished,
25,2008,10,01:18.6,202.141,17,18,finished,
25,2008,10,01:18.5,202.385,18,19,finished,
25,2008,11,01:20.9,196.345,16,R,accident,
26,2008,1,01:32.8,199.398,4,1,finished,
26,2008,2,01:32.7,199.609,5,2,finished,
26,2008,11,01:33.4,198.183,16,3,finished,
26,2008,6,01:32.2,200.842,3,4,finished,
26,2008,1,01:33.1,198.728,1,5,finished,
26,2008,4,01:33.1,198.722,6,6,finished,
26,2008,7,01:33.8,197.292,14,7,finished,
26,2008,3,01:34.3,196.31,15,8,finished,
26,2008,3,01:34.8,195.234,20,9,finished,
26,2008,9,01:33.0,199.109,2,10,finished,
26,2008,5,01:33.4,198.224,13,11,finished,
26,2008,7,01:34.6,195.619,12,12,finished,
26,2008,6,01:33.3,198.458,9,13,finished,
26,2008,2,01:33.5,197.859,10,R,accident,
26,2008,11,01:33.4,198.205,17,R,accident,
26,2008,4,01:33.2,198.573,7,R,accident,
26,2008,10,01:34.9,194.96,19,R,accident,
26,2008,10,01:38.2,188.545,18,R,accident,
26,2008,5,\N,\N,8,R,accident,
26,2008,9,\N,\N,11,R,accident,
27,2008,1,01:16.0,216.552,1,1,finished,
27,2008,4,01:16.9,214.099,17,2,finished,
27,2008,6,01:16.5,215.241,2,3,finished,
27,2008,2,01:16.0,216.7,12,4,finished,
27,2008,1,01:16.5,215.261,3,5,finished,
27,2008,6,01:16.3,215.692,6,6,finished,
27,2008,2,01:16.6,214.937,7,7,finished,
27,2008,5,01:16.8,214.484,9,8,finished,
27,2008,7,01:17.0,213.785,4,9,finished,
27,2008,3,01:17.4,212.799,13,10,finished,
27,2008,4,01:17.1,213.53,5,11,finished,
27,2008,5,01:17.0,213.935,15,12,finished,
27,2008,9,01:17.0,213.866,10,13,finished,
27,2008,3,01:17.7,211.947,16,14,finished,
27,2008,10,01:17.9,211.408,19,15,finished,
27,2008,10,01:18.2,210.546,20,16,finished,
27,2008,11,01:17.6,212.097,14,17,finished,
27,2008,11,01:18.0,211.145,18,R,accident,
27,2008,9,01:17.2,213.278,8,R,DNF,
27,2008,7,01:16.7,214.652,11,R,DNF,
28,2008,1,01:21.8,192.917,2,1,finished,
28,2008,7,01:21.7,193.111,5,2,finished,
28,2008,6,01:21.2,194.243,6,3,finished,
28,2008,4,01:21.8,192.823,7,4,finished,
28,2008,1,01:21.5,193.533,1,5,finished,
28,2008,4,01:21.5,193.428,10,6,finished,
28,2008,7,01:21.6,193.189,9,7,finished,
28,2008,2,01:21.9,192.475,4,8,finished,
28,2008,9,01:22.1,192.043,8,9,finished,
28,2008,2,01:22.2,191.908,15,10,finished,
28,2008,9,01:22.7,190.634,13,11,finished,
28,2008,11,01:22.4,191.409,12,12,finished,
28,2008,3,01:23.3,189.319,16,13,finished,
28,2008,3,01:22.4,191.409,14,14,finished,
28,2008,10,01:22.6,190.844,18,15,finished,
28,2008,11,01:22.4,191.319,17,16,finished,
28,2008,6,01:21.4,193.861,3,17,finished,
28,2008,5,01:23.2,189.516,19,18,finished,
28,2008,10,01:23.7,188.542,20,R,DNF,
28,2008,5,01:24.2,187.262,11,R,DNF,
29,2008,6,01:38.7,197.637,1,1,finished,
29,2008,1,01:38.9,197.285,2,2,finished,
29,2008,2,01:39.3,196.399,3,3,finished,
29,2008,1,01:39.1,196.831,5,4,finished,
29,2008,7,01:39.7,195.755,7,5,finished,
29,2008,5,01:39.5,196.093,6,6,finished,
29,2008,7,01:39.5,195.995,13,7,finished,
29,2008,3,01:39.6,195.912,9,8,finished,
29,2008,2,01:39.5,196.013,8,9,finished,
29,2008,5,01:39.6,195.79,10,10,finished,
29,2008,4,01:39.5,195.977,15,11,finished,
29,2008,9,01:40.3,194.57,14,12,finished,
29,2008,11,01:40.8,193.606,16,13,finished,
29,2008,10,01:40.4,194.397,18,14,finished,
29,2008,3,01:39.8,195.469,11,15,finished,
29,2008,11,01:40.6,193.933,19,16,finished,
29,2008,9,01:41.0,193.194,17,17,finished,
29,2008,6,01:39.4,196.214,4,R,DNF,
29,2008,10,01:40.7,193.802,20,R,accident,
29,2008,4,\N,\N,12,R,accident,
30,2008,6,01:48.2,232.987,2,1,finished,
30,2008,2,01:49.1,231.182,5,2,finished,
30,2008,1,01:48.1,233.175,1,3,finished,
30,2008,4,01:49.2,230.82,6,4,finished,
30,2008,5,01:49.1,231.142,10,5,finished,
30,2008,2,01:49.0,231.399,8,6,finished,
30,2008,5,01:49.0,231.32,9,7,finished,
30,2008,9,01:49.5,230.236,7,8,finished,
30,2008,7,01:50.3,228.691,13,9,finished,
30,2008,1,01:48.2,232.985,3,10,finished,
30,2008,9,01:50.2,228.853,14,11,finished,
30,2008,3,01:50.7,227.862,15,12,finished,
30,2008,10,01:50.5,228.211,18,13,finished,
30,2008,3,01:51.0,227.218,19,14,finished,
30,2008,11,01:50.7,227.832,17,15,finished,
30,2008,7,01:50.5,228.095,11,16,finished,
30,2008,10,01:51.7,225.731,20,17,finished,
30,2008,6,01:47.9,233.618,4,18,accident,
30,2008,11,01:52.1,224.983,16,R,DNF,
30,2008,4,01:51.1,226.915,12,R,accident,
31,2008,5,01:30.5,230.414,1,1,finished,
31,2008,1,01:30.3,230.95,2,2,finished,
31,2008,2,01:30.3,230.955,11,3,finished,
31,2008,4,01:30.0,231.82,8,4,finished,
31,2008,2,01:29.8,232.217,10,5,finished,
31,2008,6,01:29.7,232.505,6,6,finished,
31,2008,1,01:29.7,232.44,15,7,finished,
31,2008,9,01:29.7,232.544,3,8,finished,
31,2008,6,01:28.0,236.859,14,9,finished,
31,2008,4,01:30.9,229.38,17,10,finished,
31,2008,7,01:29.9,231.853,9,11,finished,
31,2008,3,01:30.2,231.167,18,12,finished,
31,2008,7,01:30.9,229.544,7,13,finished,
31,2008,3,01:30.0,231.671,5,14,finished,
31,2008,11,01:29.8,232.166,19,15,finished,
31,2008,9,01:32.5,225.557,13,16,finished,
31,2008,11,01:33.9,222.053,16,17,finished,
31,2008,5,01:29.3,233.646,4,18,finished,
31,2008,10,01:33.5,223.146,20,19,finished,
31,2008,10,01:37.3,214.326,12,R,accident,
32,2008,4,01:45.8,172.464,15,1,finished,
32,2008,3,01:46.5,171.352,8,2,finished,
32,2008,1,01:46.1,171.969,2,3,finished,
32,2008,7,01:47.0,170.408,7,4,finished,
32,2008,5,01:47.3,170.047,6,5,finished,
32,2008,2,01:47.3,169.992,9,6,finished,
32,2008,9,01:47.6,169.587,14,7,finished,
32,2008,3,01:47.3,170.022,10,8,finished,
32,2008,11,01:48.1,168.7,12,9,finished,
32,2008,1,01:47.3,169.943,5,10,finished,
32,2008,2,01:46.9,170.639,4,11,finished,
32,2008,5,01:47.8,169.181,17,12,finished,
32,2008,6,01:45.8,172.482,1,13,finished,
32,2008,10,01:49.1,167.195,20,14,finished,
32,2008,6,01:45.6,172.74,3,15,accident,
32,2008,7,01:47.0,170.523,11,R,DNF,
32,2008,10,01:49.3,166.936,19,R,accident,
32,2008,9,01:49.2,167.069,13,R,DNF,
32,2008,11,01:50.3,165.348,18,R,DNF,
32,2008,4,01:50.4,165.154,16,R,accident,
33,2008,4,01:19.1,207.668,4,1,finished,
33,2008,2,01:19.3,207.168,6,2,finished,
33,2008,6,01:19.0,207.947,2,3,finished,
33,2008,4,01:19.2,207.411,12,4,finished,
33,2008,7,01:19.5,206.564,7,5,finished,
33,2008,5,01:19.6,206.322,9,6,finished,
33,2008,6,01:18.4,209.456,5,7,finished,
33,2008,9,01:19.8,205.798,13,8,finished,
33,2008,2,01:19.5,206.727,16,9,finished,
33,2008,5,01:19.3,207.246,10,10,finished,
33,2008,3,01:19.5,206.545,15,11,finished,
33,2008,1,01:19.6,206.47,1,12,finished,
33,2008,11,01:20.6,203.869,17,13,finished,
33,2008,11,01:20.8,203.178,18,14,finished,
33,2008,3,01:20.4,204.404,14,15,finished,
33,2008,10,01:21.6,201.365,20,R,DNF,
33,2008,1,01:19.3,207.257,3,R,DNF,
33,2008,10,01:21.2,202.327,19,R,DNF,
33,2008,7,01:20.3,204.685,8,R,DNF,
33,2008,9,\N,\N,11,R,accident,
34,2008,1,01:36.3,203.722,1,1,finished,
34,2008,6,01:36.6,203.161,3,2,finished,
34,2008,6,01:36.5,203.389,2,3,finished,
34,2008,4,01:36.7,203.018,4,4,finished,
34,2008,2,01:36.5,203.357,9,5,finished,
34,2008,2,01:36.9,202.61,11,6,finished,
34,2008,7,01:36.7,202.876,12,7,finished,
34,2008,4,01:37.0,202.313,10,8,finished,
34,2008,5,01:37.2,201.863,6,9,finished,
34,2008,9,01:37.8,200.746,15,10,finished,
34,2008,11,01:37.8,200.558,13,11,finished,
34,2008,3,01:38.0,200.202,17,12,finished,
34,2008,5,01:37.5,201.366,8,13,finished,
34,2008,9,01:37.7,200.896,16,14,finished,
34,2008,3,01:37.2,201.793,14,15,finished,
34,2008,11,01:37.8,200.705,18,16,finished,
34,2008,10,01:38.4,199.483,20,17,finished,
34,2008,1,01:37.3,201.677,5,R,DNF,
34,2008,10,01:39.7,196.86,19,R,DNF,
34,2008,7,02:39.6,122.945,7,R,accident,
35,2008,6,01:13.7,210.377,1,1,finished,
35,2008,4,01:14.2,208.98,6,2,finished,
35,2008,6,01:14.1,209.296,3,3,finished,
35,2008,5,01:14.2,209.022,7,4,finished,
35,2008,1,01:14.2,209.177,4,5,finished,
35,2008,7,01:14.1,209.465,10,6,finished,
35,2008,1,01:14.2,209.042,5,7,finished,
35,2008,7,01:14.2,209.155,2,8,finished,
35,2008,9,01:15.0,206.741,12,9,finished,
35,2008,2,01:14.7,207.796,8,10,finished,
35,2008,2,01:14.4,208.57,13,11,finished,
35,2008,3,01:14.9,207.014,18,12,finished,
35,2008,11,01:14.8,207.498,17,13,finished,
35,2008,5,01:15.0,206.967,9,14,finished,
35,2008,11,01:15.4,205.696,15,15,finished,
35,2008,10,01:15.8,204.721,20,16,finished,
35,2008,3,01:15.9,204.473,16,17,finished,
35,2008,10,01:15.2,206.249,19,18,finished,
35,2008,4,\N,\N,11,R,accident,
35,2008,9,\N,\N,14,R,accident,
36,2007,6,01:25.2,223.978,1,1,finished,
36,2007,1,01:26.3,221.178,2,2,finished,
36,2007,1,01:26.4,221.083,4,3,finished,
36,2007,2,01:26.7,220.137,3,4,finished,
36,2007,4,01:26.9,219.707,6,5,finished,
36,2007,6,01:27.0,219.323,22,6,finished,
36,2007,3,01:26.7,220.14,12,7,finished,
36,2007,7,01:27.8,217.444,9,8,finished,
36,2007,7,01:28.0,216.857,8,9,finished,
36,2007,4,01:27.6,217.951,13,10,finished,
36,2007,11,01:28.1,216.699,16,11,finished,
36,2007,8,01:28.5,215.746,10,12,finished,
36,2007,9,01:27.5,218.178,7,13,finished,
36,2007,5,01:28.3,216.247,19,14,finished,
36,2007,11,01:28.4,215.991,14,15,finished,
36,2007,8,01:28.5,215.742,11,16,finished,
36,2007,12,01:28.7,215.26,20,17,finished,
36,2007,3,01:28.3,216.196,15,R,accident,
36,2007,9,01:27.7,217.668,18,R,accident,
36,2007,2,01:26.6,220.341,5,R,DNF,
36,2007,5,01:29.0,214.616,17,R,DNF,
36,2007,12,01:30.9,210.022,21,R,accident,
37,2007,1,01:36.9,206.014,2,1,finished,
37,2007,1,01:36.7,206.355,4,2,finished,
37,2007,6,01:37.2,205.237,3,3,finished,
37,2007,2,01:37.4,204.838,5,4,finished,
37,2007,6,01:37.2,205.298,1,5,finished,
37,2007,4,01:37.9,203.872,12,6,finished,
37,2007,7,01:38.0,203.587,8,7,finished,
37,2007,4,01:37.8,204.015,11,8,finished,
37,2007,3,01:37.9,203.903,19,9,finished,
37,2007,9,01:38.5,202.504,10,10,finished,
37,2007,11,01:38.6,202.451,22,11,finished,
37,2007,11,01:38.7,202.262,15,12,finished,
37,2007,8,01:38.5,202.595,14,13,finished,
37,2007,5,01:39.1,201.364,17,14,finished,
37,2007,7,01:39.2,201.07,9,15,finished,
37,2007,8,01:39.6,200.417,18,16,finished,
37,2007,5,01:38.4,202.695,16,17,finished,
37,2007,2,01:38.9,201.82,7,18,finished,
37,2007,3,01:37.7,204.237,6,R,DNF,
37,2007,9,01:38.1,203.416,13,R,DNF,
37,2007,12,01:41.5,196.608,20,R,DNF,
37,2007,12,\N,\N,21,R,accident,
38,2007,6,01:34.1,207.12,1,1,finished,
38,2007,1,01:34.3,206.674,2,2,finished,
38,2007,6,01:34.4,206.483,3,3,finished,
38,2007,2,01:34.5,206.236,5,4,finished,
38,2007,1,01:34.4,206.346,4,5,finished,
38,2007,2,01:34.8,205.477,6,6,finished,
38,2007,7,01:35.2,204.756,9,7,finished,
38,2007,4,01:35.2,204.655,7,8,finished,
38,2007,4,01:35.5,204.065,12,9,finished,
38,2007,3,01:35.6,203.893,10,10,finished,
38,2007,3,01:36.0,202.966,11,11,finished,
38,2007,7,01:35.8,203.278,14,12,finished,
38,2007,11,01:35.8,203.284,15,13,finished,
38,2007,12,01:37.2,200.477,22,14,finished,
38,2007,12,01:36.8,201.33,20,15,finished,
38,2007,8,01:36.1,202.715,13,16,finished,
38,2007,9,01:35.7,203.575,8,R,DNF,
38,2007,9,01:35.4,204.26,21,R,DNF,
38,2007,8,01:36.4,202.193,17,R,DNF,
38,2007,5,01:35.7,203.537,18,R,DNF,
38,2007,11,\N,\N,16,R,accident,
38,2007,5,\N,\N,19,R,accident,
39,2007,6,01:22.7,202.685,1,1,finished,
39,2007,1,01:22.9,202.205,4,2,finished,
39,2007,1,01:23.0,201.986,2,3,finished,
39,2007,2,01:23.1,201.59,5,4,finished,
39,2007,9,01:23.5,200.636,9,5,finished,
39,2007,3,01:23.7,200.231,11,6,finished,
39,2007,4,01:23.0,201.952,8,7,finished,
39,2007,8,01:24.1,199.239,13,8,finished,
39,2007,4,01:23.6,200.55,10,9,finished,
39,2007,11,01:24.3,198.82,12,10,finished,
39,2007,8,01:24.3,198.811,15,11,finished,
39,2007,11,01:24.2,199.059,14,12,finished,
39,2007,12,01:25.2,196.71,20,13,finished,
39,2007,12,01:25.3,196.551,21,14,finished,
39,2007,2,01:23.5,200.735,7,R,DNF,
39,2007,7,01:24.0,199.492,17,R,DNF,
39,2007,5,01:25.2,196.673,16,R,DNF,
39,2007,5,01:26.2,194.322,22,R,DNF,
39,2007,6,01:23.5,200.754,3,R,DNF,
39,2007,7,01:26.1,194.647,6,R,DNF,
39,2007,9,01:26.3,194.131,19,R,DNF,
39,2007,3,\N,\N,18,R,accident,
40,2007,1,01:15.3,159.715,1,1,finished,
40,2007,1,01:15.4,159.528,2,2,finished,
40,2007,6,01:16.2,157.83,3,3,finished,
40,2007,4,01:16.3,157.683,4,4,finished,
40,2007,2,01:16.0,158.198,8,5,finished,
40,2007,2,01:17.0,156.072,7,6,finished,
40,2007,3,01:16.7,156.852,11,7,finished,
40,2007,6,01:16.6,156.987,16,8,finished,
40,2007,5,01:16.9,156.426,18,9,finished,
40,2007,11,01:17.1,155.993,9,10,finished,
40,2007,11,01:16.8,156.558,10,11,finished,
40,2007,3,01:17.0,156.174,5,12,finished,
40,2007,4,01:17.1,155.953,15,13,finished,
40,2007,9,01:16.8,156.591,13,14,finished,
40,2007,7,01:17.5,155.158,14,15,finished,
40,2007,7,01:17.2,155.688,20,16,finished,
40,2007,8,01:17.2,155.785,21,17,finished,
40,2007,8,01:17.2,155.704,17,18,finished,
40,2007,12,01:17.7,154.77,22,19,finished,
40,2007,12,01:17.7,154.792,19,R,accident,
40,2007,9,01:19.0,152.206,6,R,DNF,
40,2007,5,\N,\N,12,R,accident,
41,2007,1,01:16.5,205.239,1,1,finished,
41,2007,2,01:16.7,204.699,3,2,finished,
41,2007,3,01:17.9,201.413,19,3,finished,
41,2007,4,01:18.4,200.331,22,4,finished,
41,2007,6,01:16.9,204.259,4,5,finished,
41,2007,8,01:18.0,201.186,11,6,finished,
41,2007,1,01:16.4,205.58,2,7,finished,
41,2007,7,01:17.9,201.509,18,8,finished,
41,2007,9,01:17.6,202.267,6,9,finished,
41,2007,3,01:17.2,203.478,7,10,finished,
41,2007,8,01:18.8,199.284,17,11,finished,
41,2007,11,01:18.5,199.885,13,12,finished,
41,2007,7,01:19.1,198.497,10,R,accident,
41,2007,5,01:19.4,197.79,12,R,accident,
41,2007,12,01:19.3,198.092,21,R,DNF,
41,2007,9,01:19.0,198.776,14,R,DNF,
41,2007,2,01:17.5,202.499,8,R,accident,
41,2007,12,01:19.5,197.598,20,R,accident,
41,2007,5,01:20.1,196.019,16,R,accident,
41,2007,11,\N,\N,15,R,DNF,
41,2007,6,01:16.8,204.291,5,D,DNF,
41,2007,4,01:17.4,202.808,9,D,DNF,
42,2007,1,01:13.2,206.101,1,1,finished,
42,2007,1,01:13.3,206.003,2,2,finished,
42,2007,6,01:13.4,205.658,3,3,finished,
42,2007,6,01:13.1,206.397,4,4,finished,
42,2007,4,01:14.0,203.94,6,5,finished,
42,2007,7,01:14.0,203.891,8,6,finished,
42,2007,9,01:14.0,203.924,9,7,finished,
42,2007,2,01:13.9,204.316,7,8,finished,
42,2007,4,01:14.0,203.91,10,9,finished,
42,2007,3,01:14.5,202.604,17,10,finished,
42,2007,8,01:14.1,203.753,16,11,finished,
42,2007,11,01:14.7,202.015,13,12,finished,
42,2007,5,01:15.1,200.969,20,13,finished,
42,2007,12,01:14.9,201.597,21,14,finished,
42,2007,12,01:15.9,198.824,22,15,finished,
42,2007,3,01:14.1,203.753,14,16,finished,
42,2007,5,01:15.4,200.079,19,17,finished,
42,2007,2,01:13.4,205.562,5,R,DNF,
42,2007,8,01:16.7,196.807,18,R,accident,
42,2007,9,\N,\N,11,R,accident,
42,2007,11,\N,\N,15,R,accident,
42,2007,7,\N,\N,12,R,accident,
43,2007,6,01:16.2,208.374,3,1,finished,
43,2007,6,01:16.1,208.67,1,2,finished,
43,2007,1,01:16.6,207.34,2,3,finished,
43,2007,2,01:17.2,205.819,4,4,finished,
43,2007,2,01:16.9,206.563,7,5,finished,
43,2007,4,01:16.7,207.027,5,6,finished,
43,2007,1,01:16.5,207.59,10,7,finished,
43,2007,11,01:16.8,206.846,12,8,finished,
43,2007,3,01:17.0,206.199,9,9,finished,
43,2007,7,01:17.0,206.319,11,10,finished,
43,2007,11,01:17.2,205.641,13,11,finished,
43,2007,9,01:17.2,205.563,14,12,finished,
43,2007,9,01:17.4,205.038,16,13,finished,
43,2007,3,01:17.2,205.587,18,14,finished,
43,2007,4,01:17.2,205.678,6,15,finished,
43,2007,8,01:17.8,204.118,22,16,finished,
43,2007,12,01:18.1,203.347,21,17,finished,
43,2007,5,01:17.9,203.757,15,R,DNF,
43,2007,12,01:19.0,201.122,20,R,DNF,
43,2007,8,\N,\N,19,R,accident,
43,2007,7,\N,\N,8,R,accident,
43,2007,5,\N,\N,17,R,accident,
44,2007,6,01:20.6,229.514,2,1,finished,
44,2007,1,01:21.1,228.159,3,2,finished,
44,2007,1,01:21.7,226.6,1,3,finished,
44,2007,2,01:22.1,225.413,5,4,finished,
44,2007,6,01:20.9,228.89,4,5,finished,
44,2007,2,01:22.0,225.727,9,6,finished,
44,2007,4,01:22.6,224.193,7,7,finished,
44,2007,4,01:22.1,225.328,8,8,finished,
44,2007,11,01:23.4,221.948,14,9,finished,
44,2007,11,01:23.6,221.433,18,10,finished,
44,2007,9,01:23.1,222.666,12,11,finished,
44,2007,3,01:22.9,223.262,17,12,finished,
44,2007,3,01:22.7,223.81,13,13,finished,
44,2007,8,01:23.4,221.879,21,14,finished,
44,2007,12,01:24.4,219.31,22,15,finished,
44,2007,5,01:23.6,221.308,16,16,finished,
